input1,output1
[0 -1 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 -1],1
[99 -10 -9 -12 -10 -5 -12 -3 -10 -9 -9 -10 -12 -11 -12 -9 -10 -12 -11 -10],12
[72 37 73 97 -32 68 48 19 -89 -75 -80 -83 -20 -76 -9 -76 -20 -51 -8],13
[58 70 83 -20 -14 14 30 28 26 -61 98 -10 -24 -28 -72 -26 -71 -32 -77 -46],18
[0 -1],1
[-30 5],0
[15 45 10 -47 50 -49 53 -61 -3 -44 -64 -47 -58 -96],9
[-18 76],0
[47 13 60 22 35 -90 73 -26 -38 -99 -60 -77 -2 -56 -67 -46 -4],9
[1 -1 -1],2
[41 -53 44 -75 -87],1
[84 -10 -50 -36 77 -2 11 27 -68 -98 -49 -81 -87 15],3
[97 -44 -4 -54 -63 -93 -97 -44 -32 -100 -67],3
[5 -6 -5],1
[88 5 -41 -91 92 -81 15 100 18 -61 78 -79 48],3
[9 0 -86 -27 52],2
[50 67 34 -91 -63 -58 -51 -2 -37 -57 17 -3 60 -2 -88 -49 -84 -46 69 -38],4
[51 5 74 73 87 84 -95 -54 -63 -68 -81 -30 -45 49 -6 -21],11
[25 83 43 -83 -96 -43 49 -10 5 3 49 65 -4 -39 -76],4
[17 65 69 39 67 -45 33 -62 -93 -93 60 -83 14 45 -67 -88 -23],9
[-100],0
[26 -22 29 16 -82 -37 -56 94 -14 -62 -20 12 -93 -3],4
[50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -60],19
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1],19
[3 -97],1
[77 68 0 -62 -26 -71 33 -74 -51 39 -21 -80],5
[59 23 13 58 23 0 80 80 -14 -24 -46 -35 -31 -85 -95 -42 -21 -10],15
[-80],0
[0 0 -1],2
[50 -75 -90 -38],1
[18 66 -54 -30 -98 95],4
[68 1 53 71 -59 -97 37 -19 17 53 -63 -40 -4 -76 -33 -49 -48 -64],13
[1 1 1 1 2 2 2 2 -1 -1 -1 -2 -3 -4 -5 -1 1 2 3 4],14
[-87 82 -96],0
[-58],0
[6 46 2 -94 -10 89 82 92],3
[-77 49 7 65 60 82 -39 17 -10 2 49],0
[20 -30 0 0 0 0 0 0 0 0 -30 0 0 0 0 0 0 0 0 -30],1
[10 -91 -42 92 -11 -16 -54],1
[51 53 0 -37 -83 -39 -3 33 -28 81],4
[5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 -99],19
[5 -5 -5],2
[1 -2 -1],1
[78 48 44 -93 76 -69 -77 -100 -41 48 -55 62 -74 -50],7
[50 -30 0 0 0 0 0 0 0 0 -30 0 0 0 0 0 0 0 0 -30],10
[41 -44 -91 79 75],1
[30 96 22 -100 13 74 -20 -49 -87 -55 51 -15 -91 -18],8
[0 42 28 39 55 -52 72 -3 -14 59 70 -66 -93 -13 -19 -53 -86 -37 82 -49],16
[72 52 68 26 60 -17 -33 -38 -48 -39 -66 -70 -42 -66 -89 -94 -79],11
[1 -34 21 12 -28 21 16 -24 -86 -32 98 -77 -62 -99],1
[100 -100 -100],2
[29 55 -95 -96 -44 74 -25 76 72 -3 -29 -68],2
[39 -79 61 -22 42 -74 -13 28 -40 -77],1
[-49 -97 -95],0
[-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10],0
[-95 72 21 31 -69],0
[-36 33 67 42 87 -4 -34 -13 -23],0
[70 15 39 99 97 -26 -14 -46 44 -44 -90 -69 0 3 -72 -12 -12 -69],15
