input1,output1
[77 -9 62 -44 -100 91 30 -45 26 -81 6 -60 -45 -10 63 -63 -46 -32 -39 -71],4
[65 17 2 -79 1 -44 -82 -59 -68],5
[41 -53 44 -75 -87],1
[-68 51 34 -79 -15 29 35 -26 -80 33 -91 -92 -40],0
[59 23 13 58 23 0 80 80 -14 -24 -46 -35 -31 -85 -95 -42 -21 -10],15
[74 35 42 0 -69 80 25 -53 -23 -81 -39 9 -34 -36 60 -60 14 -71],10
[0 -1],1
[5 -6 -5],1
[29 59 42 -69 -40 -84 -19 -98 -30],5
[2 63 53 61 -99 -90 -10 -62 -97 -1],5
[30 34 19 -65 -56 91 -99 -59 -55 -50 -1 -53 -22 12 -57],4
[38 38 24 -61 3 37 -12 -24 -40 -50 -64 -4 -71 -23 -47 -5],9
