input1,output1
[1 8 4 2 3 0 8 9 3 3 3 4 2 3 5 9],78
[0 8 7 3 4 0 5 2 1 9 1 8 3 4 7 8],71
[8 7 0 7 8 8 9 8 2 0 5 1 8 5 5 3],75
[9 4 1 6 5 4 8 0 7 3 4 4 2 7 6 6],73
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0],6
[5 4 7 6 1 9 2 6 2 9 6 0 7 6 0 0],64
[6 3 4 1 7 9 4 7 0 0 9 3 0 4 5 8],69
[9 2 4 0 9 3 9 1 0 4 7 2 5 2 7 4],64
[7 7 5 1 9 1 4 5 1 3 0 9 9 5 3 6],77
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0
[2 3 3 2 5 0 8 6 0 0 2 2 4 0 6 6],52
[9 5 8 0 6 9 4 9 6 1 3 6 7 1 8 6],85
[9 0 2 3 5 8 3 7 4 1 2 8 7 6 4 1],79
[6 5 7 4 2 0 7 4 7 8 6 9 9 3 1 1],70
[6 7 7 4 6 0 9 5 9 1 7 4 9 6 2 8],82
[5 9 4 7 3 9 9 9 2 5 6 0 6 3 5 1],78
[9 0 3 2 0 8 1 1 2 6 9 7 6 4 0 7],68
[3 2 2 5 3 6 4 2 5 8 8 8 3 1 4 3],81
[1 3 2 0 6 9 6 7 2 7 5 1 3 6 8 7],70
[5 8 0 1 6 6 2 7 8 9 5 0 6 9 3 2],67
[0 3 8 3 6 2 3 9 7 3 0 5 2 0 0 8],58
[9 1 5 1 8 7 9 3 7 6 7 5 7 5 0 7],76
[0 9 6 9 0 4 1 8 9 5 4 9 2 3 2 5],82
[4 3 2 0 2 7 5 4 2 3 4 8 5 3 6 0],61
[8 1 0 0 4 0 1 7 5 5 3 1 1 0 1 6],48
[5 6 6 7 1 0 2 8 3 2 8 8 9 2 5 0],66
[9 4 8 3 4 5 8 2 4 0 4 9 7 9 8 6],97
[9 2 6 2 3 9 4 9 0 5 5 6 4 6 2 1],79
[9 7 7 0 6 6 2 1 0 7 6 7 0 5 3 1],64
[4 1 3 2 3 4 8 1 4 5 3 6 5 7 7 5],78
[6 5 9 6 0 2 4 9 4 5 2 1 9 2 1 9],82
[7 4 3 8 2 6 5 8 4 9 2 9 3 9 4 4],99
[9 9 9 3 4 0 1 5 1 4 5 6 3 0 4 2],74
[6 5 6 7 6 1 2 6 6 4 4 6 6 7 3 1],70
[0 0 2 0 0 0 4 0 0 0 0 0 1 0 0 0],14
[8 5 9 5 1 8 9 6 3 4 1 9 5 8 6 1],85
[8 6 0 6 9 2 7 9 7 8 8 1 8 0 4 3],83
[8 3 8 1 7 5 0 9 9 3 7 6 2 5 8 5],81
[5 0 9 3 0 8 9 6 0 1 8 3 0 6 6 7],63
[1 4 7 7 6 1 9 2 9 5 0 7 1 8 4 3],75
[4 6 4 2 3 6 5 4 1 8 3 9 1 1 9 5],83
[5 0 3 1 5 3 4 8 5 3 4 4 9 1 2 3],61
[8 2 1 0 8 1 4 4 0 5 2 1 8 8 5 1],58
[9 5 4 8 5 6 2 5 9 7 3 1 6 6 6 5],86
[5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5],48
[9 4 0 1 1 2 1 4 0 8 7 2 1 8 3 7],62
[1 5 9 7 3 3 4 9 4 6 7 7 4 5 5 5],94
[1 7 1 5 4 0 3 7 6 0 0 8 0 2 1 7],59
[2 7 0 0 2 3 5 6 9 3 8 4 7 4 4 7],72
[3 2 3 5 1 7 9 5 4 8 7 4 6 5 5 1],77
[7 1 9 4 4 4 3 4 8 5 1 5 1 9 2 7],82
[7 2 1 2 0 4 6 6 6 1 2 3 1 2 7 6],50
[5 9 1 0 4 1 3 6 0 2 3 9 8 9 3 0],72
[5 6 0 5 1 6 3 2 0 2 6 2 0 1 3 9],51
[1 3 6 5 6 2 8 6 4 4 5 3 8 6 2 7],71
[2 1 3 8 2 8 6 2 7 7 6 7 6 9 4 4],82
[6 4 8 1 9 9 6 2 2 1 2 5 4 4 5 5],70
[0 6 3 8 0 7 6 9 4 4 6 5 2 0 7 6],74
[6 8 3 8 8 8 8 4 1 0 6 1 3 3 4 7],81
[4 3 0 2 3 8 2 6 4 2 0 7 2 8 2 6],76
[9 7 3 0 4 4 2 7 0 5 0 3 9 8 1 9],81
[6 8 6 2 5 2 9 6 2 9 3 2 4 5 2 3],75
[4 3 7 1 1 8 8 9 3 8 8 3 9 5 2 4],89
[0 7 3 7 8 1 0 9 5 5 2 0 2 0 9 5],65
[8 6 7 0 0 5 7 1 5 8 7 5 7 8 0 5],66
[2 7 6 4 7 5 2 4 0 5 2 8 5 3 7 8],70
[1 7 6 2 9 0 2 0 2 9 9 1 0 3 6 9],65
[1 2 6 1 5 1 4 8 9 0 3 4 7 7 4 6],71
[3 0 1 3 1 3 8 5 1 5 2 9 4 1 7 9],71
[5 2 6 7 2 4 9 3 2 9 6 6 0 7 9 4],75
[0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0],5
[7 6 9 3 7 2 8 2 3 4 5 1 7 1 2 7],68
[9 9 6 2 7 1 0 5 7 5 2 0 2 5 5 1],59
[8 5 0 6 5 4 4 1 3 7 9 5 4 2 8 6],82
[6 6 2 7 7 2 2 2 9 7 6 0 6 0 9 5],69
[1 5 3 8 4 9 9 3 2 0 4 3 8 3 6 4],82
[0 5 0 5 0 5 0 5 0 5 0 5 0 5 0 5],40
[0 0 0 0 0 7 0 0 0 3 0 0 0 0 0 0],10
[3 3 8 9 3 3 5 8 0 4 6 8 0 7 6 6],74
[4 7 9 1 7 1 2 8 4 2 8 9 7 2 5 5],82
[0 4 3 6 4 7 8 2 8 4 5 9 5 7 8 9],85
[1 0 2 0 4 3 2 1 0 4 1 2 3 4 2 1],45
[3 8 7 2 7 9 5 8 4 8 3 9 2 4 5 0],84
[6 0 1 5 3 8 9 9 6 8 2 7 4 1 9 8],90
[6 4 7 2 3 7 7 2 4 4 6 5 6 8 7 1],71
[1 8 0 1 1 3 3 1 2 0 0 4 2 7 4 6],56
[9 4 9 5 5 3 7 5 1 4 8 3 6 6 9 8],83
[3 9 4 2 9 9 8 1 0 4 2 8 1 0 1 2],73
[8 3 4 5 4 4 2 0 4 9 6 3 2 2 5 4],73
[2 9 0 4 5 6 8 6 3 1 3 4 5 8 9 1],73
[3 9 7 8 6 5 1 9 8 2 5 5 1 1 9 8],82
[9 9 3 3 2 6 4 1 2 5 8 8 3 6 3 8],96
[2 0 6 8 5 3 6 0 1 0 0 6 1 5 0 8],45
[6 2 9 3 1 1 9 6 2 2 7 8 1 3 1 5],66
[2 5 1 7 0 2 6 7 2 6 3 1 5 7 5 5],61
[4 6 6 0 0 7 3 3 3 5 0 8 6 4 4 7],74
[4 2 4 5 8 5 3 5 4 5 6 2 7 6 6 1],79
[1 8 7 3 1 8 2 1 2 3 6 6 4 8 4 3],76
[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],2
[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4],96
[2 1 7 6 7 9 6 8 3 3 1 8 2 6 9 6],85
[3 2 4 9 1 9 2 3 0 3 9 3 7 2 4 0],73
[6 5 4 4 0 5 8 9 8 5 9 8 7 2 0 2],79
[6 5 9 0 0 7 7 7 5 0 5 3 7 3 6 9],61
[9 6 9 0 9 7 3 9 8 0 5 6 0 2 5 9],81
[0 1 2 3 4 5 6 7 8 9 8 7 6 5 4 3],80
[9 5 8 2 8 0 1 5 1 8 5 4 3 5 2 0],67
[7 6 9 2 6 1 5 4 5 6 7 3 4 1 1 1],58
[5 3 4 5 6 4 6 9 9 9 0 6 0 3 7 8],76
[9 9 7 7 7 0 4 3 4 7 5 4 1 3 3 7],84
[2 5 1 1 1 3 1 2 3 1 2 8 4 2 2 2],56
[1 5 4 2 7 3 0 9 0 0 7 7 8 3 0 2],58
[4 9 2 7 7 2 8 8 7 5 6 1 2 6 7 1],80
[8 7 9 6 8 9 2 8 7 7 1 1 8 1 9 9],98
[1 3 4 7 8 5 1 7 4 6 0 8 0 5 0 3],71
[9 2 1 5 4 3 4 1 0 2 4 0 3 0 9 3],66
[9 4 3 8 8 3 7 1 9 9 2 3 9 4 7 2],88
[6 0 9 1 2 5 3 9 9 7 8 0 0 8 9 7],84
[2 2 0 7 1 2 7 2 9 0 4 4 3 1 7 3],60
[3 5 9 5 7 2 8 7 3 8 1 7 9 9 0 8],95
[8 6 9 5 0 8 3 1 1 3 9 2 7 9 9 7],88
[0 7 1 2 8 4 4 9 1 9 5 4 6 0 6 4],65
[5 8 5 1 2 8 8 8 6 0 9 7 1 4 3 8],77
[0 8 9 7 6 0 3 7 8 7 0 6 3 9 1 2],79
[2 5 5 8 0 7 3 5 0 4 6 1 4 6 0 2],60
[6 6 0 2 3 8 2 6 8 4 1 4 3 4 7 4],71
[5 0 8 7 3 4 7 9 9 5 8 3 8 5 8 5],87
[4 9 3 6 9 1 0 3 1 6 1 4 1 0 8 2],67
[7 9 0 1 3 8 1 3 7 7 7 6 0 0 1 4],63
[0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0],5
[1 6 7 8 9 3 1 9 3 9 9 9 5 9 2 2],93
[8 8 0 7 7 5 4 6 5 3 8 0 4 1 1 3],71
[3 7 1 8 8 3 4 5 4 8 8 7 9 9 0 2],96
[9 9 8 7 6 6 7 8 9 9 8 7 6 5 5 6],101
[9 6 4 7 3 4 2 9 8 8 0 1 2 8 9 2],92
[6 4 9 3 5 3 3 0 9 4 8 6 3 5 3 7],79
[3 7 7 8 4 0 3 3 9 1 6 3 4 6 8 5],85
[6 0 2 4 0 5 6 3 7 9 3 6 3 2 6 5],64
[6 7 2 5 4 0 9 8 7 0 2 6 4 4 9 5],85
[2 1 6 1 8 7 7 9 0 0 8 8 9 7 9 6],83
[0 3 9 1 2 5 5 2 3 9 1 9 3 4 0 1],62
[4 1 8 5 5 0 3 1 1 5 5 6 3 1 1 2],54
[1 0 5 1 0 3 3 3 5 5 3 9 5 5 2 3],50
[0 3 3 8 2 5 9 4 8 9 6 6 4 4 7 0],81
[6 2 6 6 7 9 1 1 4 1 3 0 5 9 2 3],63
[2 3 3 2 2 1 1 5 0 8 8 0 4 4 5 6],61
