input1,input2,output1
[-36.56270207894641 -93.00491785883156 16.853272232071888 36.824828209607574 -66.73746126255006 -34.435088945748674 -61.98709465872836 -48.15478508974693 51.85707202417095 11.317259694198682 -38.97783991086814 -68.7295073247169 95.80217435847115 -32.42275133811168 33.76953778350884 -79.75981407299906],[97.4196725730101 -58.2363254657639 46.257474032024106 -98.14171330257686 15.514158311708641 -9.063722110773824 -48.51951322059549 74.91023775898208 88.61511996983123 -50.462036721472536 36.01815604526658 21.658828665613967 -51.44292099320198 -42.0387667781849 87.02873305557202 -16.647919933648623],329.4414091909746
[60.565706458640136 -48.760270659884],[51.48258576135541 -87.97041025332709],40.24845498325042
[50.64336998590505 -31.060121768628264 -16.65938326519489 3.6745313358731266],[28.29639358269162 -0.3243278032395409 74.90632074024433 -50.18162578721892],112.82216180842968
[85.44971661403648 96.56566236684259 -41.912646984556055],[12.826903537858584 21.970028040500182 -77.07626964450473],109.88658698047786
[48.095679669869895 -67.78613029637164],[39.579179170471974 60.507695258828505],128.57618930558013
[-89.82994378841367 -97.47031562206678 17.23922364564858 -58.29604049149726 -92.28405009914651 -22.630350965339275 -48.86765926290559 -45.229811967815436],[-69.39455220600503 -87.64078327167609 -98.31026273653667 -15.83164284924645 -40.02023044491412 90.28024415862848 27.833434939733976 -47.73792068735459],192.4546481719516
[4.053088657777721 -98.66327175690498 -81.22954324865177 19.320249204458918],[13.46972777949101 -27.830694769648147 -12.57254420621912 88.59071800792606],120.90536969369457
[1.448325814647859 -41.85457765412981 32.456513775033955 45.80916775726013 -21.556963737669847 23.869455857568482],[95.05376679936379 53.1147947708389 -43.76434010935555 83.05339493835629 -28.741557453933424 6.435771988876837],159.16489256748596
[6.144552182839007 -0.4026023819957203 36.856056540200996 54.910377596888225 48.528540000985686 -41.611609093068445 7.550608120635445 -57.49346131384079 57.52293087285673 83.58234714346139 -91.28567130933382 -87.20011797561817 24.796904182833828 44.65465610354181 54.687817061490506],[-16.686400350459408 -73.2464857044469 -6.320963724340174 -1.9702702723713372 -41.739561445968285 99.86015264426754 58.487728752424886 -61.03400775685914 48.16554756167787 73.06080974343149 -41.185291419264345 84.47755579605331 76.2448841533768 -96.23942866244623 42.54706712739187],310.6828492688824
[13.066449752296805 63.430074826517625 87.972434854579 -24.112749067917136 -62.13389711901498 36.20271532149232 -31.729568536018007 25.59895951494842],[79.3140666116609 63.740202845944424 -89.43312885489067 56.02339453157455 -71.00233385041898 -69.78352452390344 -53.84316336809319 -73.79638499090171],252.9101742861783
[23.1623073224533 -11.705863663479946 69.89504370798315 -8.90952660179272 -11.070050635166481 -62.79164317857393 -93.6350147737674 89.08059092977382 -30.061621866027394 58.506969226328096 68.20727589760307 96.96196371407143 26.758164066366973 44.47928599794997 30.406643978252077 8.826514920607153 87.34306478026295 -0.83799220161562],[-92.84332647526767 14.685222873852283 -44.8681128177028 67.27146580626419 93.78897303774181 79.16779056179206 81.09551951902381 -22.91130087911037 -7.012509187841857 -59.815998825532056 -66.1826778446098 -57.823509516766514 28.22378558305755 -48.570084778495314 15.952792741663771 -36.1221386952711 -60.268137324503826 92.81718387975124],453.1550924501958
[58.34521486060035],[-94.13055270551145],152.4757675661118
[27.019612087042773 -44.36321598546624 -84.86673797312505 33.189824271268634],[-85.96611821834527 -69.2849685758115 -15.68135344853792 92.4603937333342],147.26332483340445
[-91.47999233749414 -86.58825951166813 -71.91247055940497 -61.30235464583003 -25.026534584957133 -44.02584876153413 2.9121400909332777 -39.10999657894627 44.04182030678757 27.48279014282771 -25.254516624670174 15.700679757812196 -50.31221439720663 -9.63205101980202 -47.5208411572742 -79.62346023981357 -32.75997065054416 45.3555903911826 97.89126322744428 1.4908363127929647],[40.519469442966766 60.60539145935087 -83.95966077581612 32.26845245115399 91.11761069110486 35.88927393385703 28.522329635090898 -0.07463223164292287 -84.40537697839832 -26.943268579612962 -98.91891080734125 25.147626175373745 -65.62708130000368 -85.1463848984392 33.195691285562674 49.78030184337982 20.359575463592577 61.23136591589446 59.6506600747569 -41.00763836443897],361.3339161742993
[-38.295494632263804 83.27980378739448 -19.160069977813563 33.7452850802959 68.36179689873313 -68.04721856136318 -49.03991673763044 -47.33034772140181],[-22.165221655507736 40.95819024457839 40.13835036231785 -44.335503018405454 44.94448058141518 94.1415317731026 97.16222944222002 60.27007636631902],267.3400401251823
[31.09574022958259 53.1517459527835 -98.46145227805852 76.84577955313736 -38.514739557350296],[-45.47397227369543 -51.31574473167084 44.10319443976894 31.99169006118146 -24.82724435795913],198.24301461969827
[-65.12887043227691 23.685192499780513 -28.21930668172942 31.71807432493773 -24.25700788362373 -60.80921804164379 71.33845032890466 6.017599884115427 22.84440771081873 -45.39299437105269 -0.9129575319122694 54.4790200988524 79.81044617275901 -81.058395217213 -81.77830880517378 -20.512184366090437 -51.94083445104436 83.44673719186906 -19.27171552323601],[89.91413756530596 36.76154778306005 -91.07619897232905 -67.778102416976 -66.85774130351521 -41.06324691131105 97.14952596610581 0.008373658285520946 16.80058951633295 79.40155670721555 -86.43186624156046 5.195544147375529 22.590871832218994 -92.93954476359625 77.96466727982593 -55.43678759115074 -72.68945310477342 -42.96911178462395 -34.345185750765125],336.3196002623162
[81.96545741005338 -83.53805430243284 3.0667328141390726 -31.529619889226893 -78.37578665343983 -31.199350848380163 0.056200156497027365 91.98696663896641],[-35.89573669153809 40.80492291009401 -75.67621531577294 97.91251870292243 25.59894668690373 31.30496282810543 29.169389737990514 12.174069664399426],272.47636028300155
[32.747671444508285 -25.886193883678786 -23.490856202395932 25.080077862884337 -89.24805761764772 -81.73652076263824 21.394847737082202 89.96547836573217 9.73642230655048 13.510666731634501 68.33943258563505 -39.52907411610565],[19.675898216440004 87.81455122477973 -36.55533825321886 6.024904392027082 -73.57060489729645 86.2002570186998 16.010565202739002 73.76640963127468 -84.51204464566248 -3.973273899999924 -25.156558191767544 -13.214278526204765],246.9714268163332
[-38.27857285947758 -66.53028521263293 98.61800062997636 -41.43347422725654 40.722402180520135 75.66427959144869 -72.44894069596957 -14.27364823184763 -85.55844232275818 34.27047789799448 -99.95051442963592 -80.29481045849478 19.077077611192166],[-86.76509392490107 -15.683064789039264 -27.876043715361433 48.917242821777705 -87.86853493762466 -22.237085335818534 -57.521348805326596 -13.472934883955972 11.107872630475242 26.912739354856825 15.683851326717303 93.63309936858948 -83.65741249161044],344.99169694572953
[-91.98004211695132 79.34659978072037 11.617691039878508 -55.38041312247402 -93.85150696625153 61.83547179168596 74.89375311114622 -1.7706778056045636 47.00192011963401 15.566875349288239 -56.12985701660078 50.33114871839186 -53.54245284890615 45.385119945984314],[64.90108975552377 86.75494827350661 73.31817690465525 31.89408823709553 59.772032455423215 -84.49158945951352 95.17917702622285 4.6923241705685115 -65.28933118090828 18.815487694588256 98.36344584624604 -93.49508526194921 29.362547576423395 10.507782995242266],383.1698628348193
[23.62029802875408 -1.2708448189401338 -86.43858998813477 -65.42446621218116 -50.17366055424593],[-10.333239477453986 -92.5147063240542 -80.09924233609573 -91.96978369654805 -2.2797953561832287],111.87916921464588
[11.595064212101988 36.663362383588606 61.32043784505336],[79.70166923403539 65.06264150406216 -16.42325935096099],107.18727142661008
[12.179955447534809 21.08847554432667 10.182551584329076 42.41331045751795],[84.43153005773962 -60.91401868069217 25.711395673237703 2.9443462520926573],117.23328549078975
[-21.913549335942122 -55.994884286544156],[21.550946747132542 -72.04046819359283],46.33166501080824
[65.21869699273032 59.67299795409892 -68.24156661713579 28.338238833504477],[-30.583775437369894 -32.23790069722759 -2.7157338017635055 -12.420338101049808],153.559836462835
[24.26363526394435 26.878427889498965 21.67822019106154 -64.83500040488461 -17.413604628421226 92.35267033732262],[-43.44606303651195 53.01999348322201 85.70015922730238 16.99392418668036 -51.60031334633168 -32.32380819407305],181.04066290575363
[25.305825975033883 87.17707663901822 95.2678703460312 86.77028506512673 -14.269409659021548 83.28002866249801 -11.627435037101492 64.32694628097664 73.8787025869047 -32.2694613308728 3.502806022041611],[0.0302577488780571 38.972193249383594 -94.64277060192563 55.54822375618218 -86.52864843166375 49.53792442674987 68.91157210231026 31.229450249485836 -16.850628807727432 40.10463794385112 24.20703451972915],260.46846985585455
[-54.83936360576143 41.323572549596776 23.433633323990293],[52.12818616208057 8.6676522000609 68.68979500012767],120.65067760633453
[7.5454565750698634 41.17425938115039 88.43304932673337 -51.48880674921337 -77.46439395025277 -36.60088288097847 69.1024148647179 88.51040425794386 78.3107964541478 -32.820787244884215 -15.628041914290122 21.034123663783944 3.9580261367429586 37.367396782038554 1.4131298705366504 4.686746305007205],[79.17862512529348 -87.2081074589745 45.42424362022797 75.25930323524145 18.41537942749649 -77.39960686266835 -5.829653636167208 -68.09957624555676 54.10251495060291 -15.106209497403285 -25.641138582535888 15.755840364935182 48.341426474030726 60.08726897422329 -93.56078385018643 38.455443080151326],306.9227409861128
[12.99253906140352 -83.98093301970476 11.023126380106874 98.6138737326093 59.8406589636966 -9.008277344948823 -50.92096448017613 74.71350320245392 -23.029711949874468 -74.67914058932985 -16.660904744035918 -46.730782139473234],[43.544421520443564 37.662289117910944 97.11134571402596 78.16271093203679 34.4979219618626 -54.540892589451296 -44.512221811438344 -16.929459925462282 60.47213769891394 28.260292777281364 -13.107148300065077 -44.26735412913529],228.69780087275123
[-6.270301931611726],[-53.64884100904155],47.37853907742982
[-6.752403737288432 56.37224609733957 -67.50017988637936 -77.00007874809663 50.45731108913961 5.610778654914611 -63.36090454865404 -23.351415828408165 -45.59648999853072 -14.883645289147296 38.96995516918281 32.611694444358704 76.55846564147913 97.04884138883753 87.26863869182958],[-9.411450266841243 -9.31370384147516 55.63182454250679 30.307698922442825 -21.52122804432672 94.34059987816468 -84.14468592212798 48.035967429158205 -80.46198393586039 16.30742021045502 -53.54342714455469 -16.98545643182628 -53.255459837011145 41.05429970155697 24.187166466838676],294.5396138711227
[-77.01958155458428 96.28079889801836 -94.40521949253275 23.52288103247544 33.63208480080209 79.33495611008567 -43.761281658634886 -13.371645207029161 -28.855540173121682],[78.93150184710117 18.731740985016245 99.15097118671815 31.4430475454771 -56.56432826736628 -98.2367298199728 -24.141685993074645 97.0106455918716 56.9020502263366],357.0041516941102
[7.853548918847736 39.70383406776796 -32.37042536627554],[-12.489394453998017 -89.27712569312081 59.61776203806383],159.72398050338802
[-100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0 -100.0],[100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0],894.4271909999159
[8.074681278051159 -33.31406821883169 94.92018557849701 85.43598657940117 -78.4964851593392 68.48524556287592 12.693812112988567 -3.2069440442969324 97.00245016850067 -52.82602827878471 -75.65490601991283 88.76804416610173 16.74834588420046 -54.4784348245104 55.73060216616804 -35.731962363007824 13.011223448132526 -78.61633970543087 -98.96698179727798 -99.16633380431222],[-1.0961085280027447 -67.07917283463061 68.28134196219148 -0.48463685110814936 -38.92826301654178 94.4321716367769 13.352459758561054 -63.50362304162465 -27.468031155835206 30.397718772993926 0.4483912195291282 72.49795253604131 95.00429052491057 24.26892148133932 -33.698536695150366 -2.9275723338819404 57.4579244834311 -16.258098414411677 -89.13257592909127 -36.78980566618997],273.7099603298361
[-51.270213257736884 -24.04509163365161 -30.414004328480985],[-43.61066522069876 14.48871590133733 -70.65151639687912],56.2368240277645
[63.29132801779977 50.852444946695414 38.336037644902376 -61.646605816477184 -76.8177597795694 68.2640808342914 -90.28025779791655 87.28601441128768 4.16482017819331 -59.563996037388 -74.56070142787883 74.30201253633811 1.9413287096568865],[22.936909483393023 17.030229123378987 85.55836796843465 36.72121439458999 62.25527024045442 43.40019027566743 1.9997977984419038 82.95733036006601 80.37552433829566 -76.1418325705786 -40.37449730112941 17.705743535148315 91.09576187753859],248.14453061772613
[66.0295938234265 -90.16997697164896 48.210023654017334 -83.29541505059663 -81.56213073537623 50.95040381251991 96.13892427002838 -94.25655772767234 -99.06918972667924 69.00153031884653],[-8.480973774841956 -51.96533312278247 -27.550662881112146 -99.65808685433817 0.23795715826358332 -25.253495750098494 -40.40790608471061 -87.7602359827552 82.43025126645196 76.87697462711085],277.86405959791534
[2.0684491905279714 31.743982797786884 74.53014496635728 -2.242592232038888 78.78305016727677 84.74222484178037],[33.134584766979145 -54.87987099789322 -59.71532271950626 93.49105075757979 88.85310142183769 6.237918061071696],204.74351011868217
[23.494878650336148 -92.34731354304955 64.70472322820197],[59.16948971723545 77.5868422344098 5.465663248838325],183.4654229052739
[-50.67666991883368 83.34396786778774 -83.26641065870821 -82.50113974996808 44.21345943231472 -23.579584959180536 -12.482524301956659 -36.802820722187036 -42.83321821503843],[-94.31869319791772 80.25493188278384 -51.738268908971264 -97.88105614709973 53.23725508128487 90.56596977467137 -18.291534111147456 76.44662283750256 7.05012356302133],177.7720430542595
[14.047741512666406 7.243321627955154],[-59.16835102172486 -36.732717477603074],85.40777611797495
[-0.06567567142354847 17.2562197659867 -82.26195106541311 -41.54751093954434],[-60.518869393155114 90.43921365775464 -14.15635884971283 98.40773004004132],182.30792740532405
[-30.503722922181467 -61.32343054411451],[-59.57435532395532 45.29954715811198],110.51498107645202
[-88.92957146432397 -22.139875105162062 -36.232408157817986 88.35037917038505],[-33.19557602295559 -62.308773641385805 -99.32676289125982 -34.33095655217282],154.11497782945128
[-17.145393902793927 -55.80471970091385 7.778574059326942 -94.14661052864808 17.797611556395495 -20.126144413251552 -78.07069578189207 97.96905880306852 57.872019277038476 81.43376482725188 -0.6898452302956315],[26.5160175988336 32.96682468004937 -64.69584125438783 54.97324683591708 94.49671698771013 -6.227247949374032 37.589088163106936 -42.45666320988208 17.784192307422188 79.76438114258258 3.8837591031384022],279.4265885222092
[-17.60976993440606 0.3431795388915617 -59.35123721044606 -25.447018624536938 -11.233815612943971 -71.92203874523304 -63.28067653302234],[84.89969723857672 -71.97945884313532 -22.59788243792981 87.56529550008153 70.67830242152934 -93.2891486464411 -23.428994453014937],196.508656665532
[-63.58579271242426 -78.69522524398019 51.59234729198431],[-44.335420784033516 -62.17700699515303 3.2754641202918293],54.570592382016905
[-79.27775375258095 -59.58297774670913 -60.54826358290821 49.39345963690204 -68.66620495361977 -83.25771061590063],[-3.582847775201941 -20.340070017508793 96.80738943623984 -80.83556233899579 16.439833209796646 84.25408161670788],290.3331923302978
[-51.820876637469304 11.767106308256729 -92.14913042037529 -41.16626862179675 -77.23821456218253 85.61590022727736 3.0710640497394763 -66.06223027785849 -14.500228432149285],[28.56914400337763 80.48184459096345 95.25353699913731 74.30178589500039 86.89985787539192 -93.90143328463738 -2.982803725438572 -33.4369148029068 55.31777367678819],353.24254534788514
[-36.02773448406153 72.101637461866],[30.298376452251347 -9.819933979571928],105.40539293305017
[46.05224867937858 -85.37703757904096 -81.25351749625369 48.28953371522488 -33.79779255405617 22.063379040704007 -33.566246324477504 30.29496137497719 -47.88068664750524 83.10783722442488 21.343974923028313],[53.39321624836495 -58.14354155028052 6.581945968013798 75.74049006054946 -95.87751004015207 49.47984850498705 -50.12183003905988 -77.53301061526744 -42.57786143947606 66.82646922377162 -59.97460122597722],180.7667101537592
[-89.8149897824857 -82.99172500924925 -76.88631080485844],[67.13439450868808 -96.1212548080274 -8.499171924688227],171.704090068732
[95.06504446274866 71.93811947441006 -29.866404109496656 -37.11187627738217 1.3538830094343268 94.06656120272166 -96.30374712366934 93.74874917090463 89.50644631632542 -41.99166910958705 -9.1146549828307 22.028590490627664 80.47847838423127 -37.786129506163334 93.30102414484111 26.601724769886744 88.85195139861543 4.590473744380901 -92.56153238821926],[35.91350311900129 37.84685870029648 26.43160937148241 -26.109236302455656 -8.87689158603932 -28.29892483208438 -57.8014830464882 82.77541341159713 -54.75212482536895 12.78760976542597 -5.435570702847841 4.101511903767701 -70.77631874130614 -49.90346677217514 96.20216680644694 89.17750299657109 -59.008922544581296 91.21652228558463 -1.883918113514028],336.62592212371095
[-67.24964383905666 78.9204926012101 53.13734701014312 -8.018577834300046 -4.977161932922172 24.547237358721105 92.5155860248276],[1.0719330454482616 -55.807633278046694 55.50428601136406 -26.948852861062434 -26.686196794798093 -60.72977894467353 -69.93684711737242],239.41116979333083
[14.704409479673416 -6.068290231420875 9.944143334212413 -65.82349956242126 25.242794071866953 -73.11905336452102 69.24324685584003 40.14461185546892 52.55347470369003 -67.96119028110992 13.249337373332153 94.89624406346147 75.03974818335774],[13.441820693766289 -89.26674838948165 20.05010214391352 67.05048207450952 5.550057765733868 41.70935550940982 5.473100551722538 35.57689369381029 7.776353941294161 55.16667376384376 -99.68478552376514 65.62114761055525 -70.74266826071793],307.1989383210991
[-72.99381538109168 48.783259031113346],[-42.301155512588394 -17.638732695845775],73.17048827758263
[-67.93826803490376 97.18201267274537 81.13218101744252 -48.54752607536168 98.47727260936281 79.86890453481033 21.325123809200107 -23.27941095705026 -33.16152717270701 47.092858373754666 -60.21764331941093 33.055761191172905 -36.12079169450624 35.495628916448254],[-79.4942376496645 70.70264573394977 -69.38516519382283 89.90262896635312 1.8923462697698596 -80.36586800495265 -52.55557722767881 -1.707854348109933 7.132846168582674 -60.517390557401576 -61.45145309248545 49.378229743396304 40.16391264453259 -30.519363473399338],327.46758223740915
[-8.148520577213276 -29.626972155665058 13.20863893963859 -82.6541656205225 38.94029468917023],[17.799163826337107 70.9094767233295 -8.569725571682213 -10.756228813227182 16.399709031074977],130.12512577841628
[75.8913735242964 -30.82541126859897 50.246777349361594 -56.114432743242126 -30.84956988929133 -42.23204939554663 58.096885962072975 -71.68311931331868 -39.92191855088796 -70.7584113121307 -89.62480904429242 52.519596124599786 99.6553986846663 71.8338932546136 41.443804124725204 34.53697003836072],[82.48413062882167 20.919733673270557 99.28156827295172 -52.22801220928795 50.49535038484029 -19.924929909242067 -79.80043782292579 75.36123913947844 36.866745895928716 -1.8706966516151056 10.882576670749827 -11.833435931251273 -48.7711735780711 -18.735752757873186 -70.44052123794289 1.3221687248214238],348.7585917338812
[81.9715059761044 26.554572734092318 -17.391559774654425 62.85663292442541 -47.1547420667324 -66.81552187898478 4.4882307773941506 -87.28865659912705],[98.76850181352009 -51.484878090621855 39.701854641600704 -32.44079053570907 -5.764853857459613 -59.92610189448928 73.52217268396438 -78.5721120091053],159.10940286632967
[-29.025921142116886 47.15216274753311 82.03120178793921 79.33123069847548 -38.06713192081605 -87.06663124007108 50.38160176880817 -99.5967141056773 54.80340902949098 34.177931537086636 24.906488716227244 -12.539285385147409 -95.30182895099063 -50.10393713183747 12.490747434613539 22.385245321656953 51.36243074707886],[43.59844667601854 -91.3133076314097 -47.49872020230923 -47.0404675213302 18.497510907773318 46.62237457356963 68.78861395015102 -39.59342137475441 -60.414882838916604 71.546399542051 -94.67973167034707 56.77832846131102 -17.416987447464777 31.249725394808138 50.800789328104116 -55.69499101281086 -79.41735877884767],391.5811157403942
[80.59113189459435 -7.041023846828438 63.21919077004071 -90.69383475802334 30.288284396609612 -10.33955662442554 47.304086934937175 29.738414798207998],[28.72976281549998 -31.670902881444675 -42.44711356701663 -93.81981616810113 87.10446711361536 95.48110692124308 2.0820802222353905 77.09824453827159],182.16873220164564
[5.32 5.32 5.32 5.32 5.32 5.32 5.32 5.32 5.32 5.32 5.32 5.32 5.32 5.32 5.32 5.32 5.32 5.32 5.32 5.32],[5.32 5.32 5.32 5.32 5.32 5.32 5.32 5.32 5.32 5.32 5.32 5.32 5.32 5.32 5.32 5.32 5.32 5.32 5.32 5.32],0.0
[27.725205620365216 -72.08024743710264 -48.657429391295736 71.8121340139405 -20.425658178843847],[-20.064176416498952 98.29830822356229 -72.91683688564319 86.07516765399609 -17.19191016286092],179.20682847287011
[97.10427898315564 18.024165465580722],[-38.74589117706826 34.31662135352366],136.8236560373328
[-52.512406877579856 49.31025077217578],[-48.01105202898282 -95.51550120595817],144.89568879543987
[-66.17246934126322 46.47453803115383],[-81.92823924754666 13.23594111116833],36.7838090815649
[-74.47680642098274 -86.45866560365887 -19.355476861759996 -8.42979193189619 -1.4325634404195284 -4.749716629518062 52.36142862724819 -82.15081106342797 -96.0394467449422 50.43562511893086 -18.218976415816783 43.21706068303419 53.115328187098186 15.291864210206157 -60.28343970229297 -65.16644013531152 53.78959537597808 52.39466124258092 -83.62159016356141],[-11.292775603113597 28.263397741379634 -69.73764585922308 -9.533199996172385 -0.6084805692809567 -9.05836235070474 -28.005675241832677 -12.25310765511081 -99.96977134962373 6.872795495723068 -54.88878504279058 42.88179289999792 84.818844822041 88.80694535862267 -41.33223011666119 -57.44306325538766 73.01884992081733 -67.20081297041281 83.90402569069963],289.621762668613
[59.78523125567307 73.54966592482262],[53.60277501981193 -98.64243701169457],172.30305591836864
[-94.36094950858482 17.957910934185975 12.386103318524349 62.57502351697278 52.9549049393664 59.47258805080952 -34.058888093850044 -26.29683722391188 -39.066915466162385 -53.77133601548254 69.87673424227182 -1.9741985342243993 51.7052004776495 -46.27196625169856 80.61328315457348 47.278216779031595 11.47375552744954 -20.54800661172378 -0.3724128093279546],[50.604070499580985 8.390491897740858 26.157714110526925 -4.013112527543683 -55.102350128337505 92.25714151220473 41.85820244284696 90.51775549253341 22.467549338951216 55.644500317416004 39.685310845337966 -71.82135933642203 -58.64997159119818 56.533634416520385 74.1555044980229 63.83742200727232 -39.954194222621744 -70.65928366169774 -40.07150745621468],330.50552512058925
[74.47487782611631 27.330684574038827 -61.32076665827506 76.23116624245853 -0.1594335439518204 -40.29048889993263 21.031199297653046 10.26687864607183 58.836441050563025 46.58583913702154 -88.9981437699736 -29.67632560791374],[-65.82952333071191 21.343696736268797 -82.18501370472427 61.24402776997621 -10.436386917188273 89.96819997979378 2.4550652382826286 -28.06182841570235 -82.00538582312285 -58.89260004068952 -69.89617204833323 56.28577601007194],279.2573974658381
[-71.16227713485529 27.830665932445655 85.57892987936137 -72.89176399451844 -50.8504567612402 25.917073770764176 -14.944288655135821 -83.41831866016742 -29.18954583634799 68.57988898667537 -42.59665298951607 36.9701241012005 -33.404832283515915 13.175654875034752],[-11.582931537693526 89.62406329002289 21.458986034407076 -73.64547752364608 76.26091437745549 -44.41759239938341 53.63154374166231 36.41986766367529 7.394050544614842 76.68814573844102 -74.59349942500046 25.34267340281093 -87.64280224167027 63.910648350342285],244.39119333819508
[64.96663168131985 -52.28390986844196 -91.51679930381374 -89.32242302836232 68.20406742935404 -7.472827571981895 -21.431900545921707 -98.314239978091 30.990856012104956 -27.802220643007857 73.64798149191287 40.71333219803017 -29.995535553975586 50.01151895614501 -91.63912718679184],[-18.481415760732418 -98.57696018549179 -30.932177516320976 13.895342033669067 64.31299516090087 65.35757030911876 1.5636564528436878 -88.6560307529553 -59.69521113060561 71.85868525802553 94.36456325289103 -4.083304320014648 37.79838860232525 -6.398228858457003 -87.61535294981084],240.33092060586648
[81.55662567345215 -96.75684529241862 -6.14384623575242],[-90.07073013400966 -84.66333977115264 19.494032402868385],173.95258824847255
[13.048617534499002 -24.11958019402573 32.93810636692763 45.20958740270089 -55.7304891151539],[-16.144956541821955 67.68166820830783 69.5530854938622 -89.33883477770605 90.83637908247906],224.06587298502595
[-75.33316485775774 20.61306571985044],[44.953141114024476 -75.60428841418766],154.0343294233208
[1.5 2.87 3.3324 4.654 5.123 6.867 7.5324 8.534 9.4132 10.43],[-1.534 -2.543 -3.423 -4.13427 -5.714 -6.713 -7.4328 -8.43 -9.73 -10.752],42.309638973086265
[30.04812874229262 -71.19113353975752 -61.38366081564999 88.18403868073824],[-51.24538169488972 -82.54914225930307 14.411207019396485 30.120879304312894],125.91199969890828
[53.33255525981275 -39.554069979676676 57.97678466657061 -9.289830985954012 18.671224419954854 -29.00231286170252 77.64676595990855 95.70551678301288 25.30869696254898 -24.84556048292042 44.793250953096845 8.046276803534155],[86.80112449463775 10.857281415412373 97.95138835341936 -52.2256861188906 14.284887264680094 -47.13542639112185 76.09668616780414 -37.218050141985934 41.499645200062815 36.77314148962381 -27.350790418909 87.50044000921474],201.73936457015856
[-56.525920187048186 43.9883059709783 66.13167058043123 18.021623016704382 56.98998916631638 36.08539882354805 20.64549033711272 28.79926185426649 13.876166633439581 45.93405025317185 30.33864204913573 -9.02984953723805 62.22702385640099 27.42935080645168 -42.982508190844705 -42.41101562346892],[91.94626173849954 29.22965555726151 76.50948625112574 89.71576656812147 -84.209524422943 13.532773911188073 54.69438998072508 17.101133909030693 33.21176239246114 -65.92525216833877 -48.22794481850885 49.35708648950779 -62.15479020662988 27.80070550884028 62.585425432852134 74.19148478683141],334.5616088192438
