input1,input2,input3,input4,output1
2,6.37360640465819,4.931866436103542,0.0223499254366467,15.845396912503762
16,14.47726670258245,2.0043446673252854,0.4643660121455281,4.316770022570335
1,15.871544785068949,4.370233154590788,0.8664566819289709,6.489771908101835
18,11.147385569237455,8.270316051956584,0.0492316090874207,104.77534189946948
17,5.618886727224397,0.4606466416838184,0.4765690847132697,0.966666750952554
14,13.508525741901328,4.93544871363447,0.1165350208284942,37.2619279353571
18,19.70170068697729,2.2224577891304573,0.1423802539772386,15.86711179592228
10,12.65622611897024,7.207024835822945,0.5482485397273007,13.145369934648508
11,0.4475736457705648,1.9178926324701029,0.972125760410794,1.972885310291184
16,0.0635329671334972,0.8273173779612852,0.1308978538192163,5.65737146888209
2,5.399905493849664,0.1220859917044714,0.1253421697093538,4.35993928910437
2,18.78104435012884,8.31306782176689,0.2599642042945876,24.75053046767825
5,8.635044128683148,5.770918891677858,0.234304350536835,20.420184569406
15,15.386620910520712,4.321844395616038,0.7114174929789618,6.074976355489842
19,15.643872979029094,2.5590401517224173,0.2151971019405851,11.92917230218271
4,5.8052931229309035,7.924052132981049,0.5528864883066098,13.991381030331263
9,15.12133427591974,0.1816978612064546,0.0363349787160646,12.254096835356709
18,4.849642276182154,5.967785265754113,0.6418714717398087,9.297476989853209
16,12.225575875477652,2.1928008218683024,0.0853344253713301,22.463624087284543
12,13.70834164985008,3.4464460994305512,0.9670471905863428,3.5638861608613865
2,16.749436696933135,3.9191961594220297,0.4955913831731603,10.15759903638028
13,6.355601141999547,8.584901378633212,0.5653212653345386,15.185706204297611
15,19.325242523738535,5.891129184855732,0.1956865972858473,29.69378330314835
19,11.859285419369307,0.1011186985364465,0.8338944478029645,0.1212607888239043
8,10.0,2.0,0.0,26.0
15,14.56,0.0,0.0,14.56
0,6.5456294183460155,8.307935987880294,0.2840927800643901,6.5456294183460155
18,2.4633819209947383,7.758762955923492,0.2612743633464722,29.578953057814783
16,14.072566080061907,6.537694004487938,0.5207093858135278,12.555372169675667
5,18.35958707445865,0.751128522774509,0.2246666729016805,7.550614404180438
15,15.0,15.0,0.15,92.5748913763936
2,3.585387673388445,4.089090319473038,0.5280217356320869,6.817745513873616
16,18.19,0.0,0.05,8.005904102775611
14,8.086102065978837,8.513643729614142,0.8793724111558388,9.681499694109911
3,15.504693865212165,6.532274429225594,0.5125042891550307,13.065425167715382
9,12.664377814831983,5.512510408662732,0.2547841294718533,21.000072823934328
0,14.11781788765053,4.131161292801085,0.909236668515772,14.11781788765053
0,2.4326112513175,2.839986303180886,0.0016507253545805,2.4326112513175
11,2.3014997526691627,8.778889279810084,0.8509201689225145,10.316936411805797
20,6.325221645046922,4.3675854780092,0.8274155326800029,5.278587729508256
7,0.4245396875665075,5.711120991222954,0.9816224292292288,5.818042478617349
8,11.3,0.5,0.3,2.2220091629999996
16,12.542698531450116,9.771686534333226,0.7402011587638793,13.201393186740937
3,14.500579061832656,5.786058705109728,0.3999941054109054,14.472967487595293
5,5.971915155862941,0.2921646261163224,0.7390301177234866,0.4020854594575913
10,7.003817624099183,3.2448296237159013,0.403456257088305,8.03665256208126
18,18.287510451161715,1.139892172522058,0.4703035485847094,2.423908088480384
19,8.666458086758585,0.8504658219453498,0.0058298391287469,23.093628771285413
19,0.315592956989672,6.3740109479684195,0.7141248202086887,8.925625839219391
20,19.99,9.999,0.0,219.9699999999999
3,13.737427977222744,2.7862200005728397,0.8735978809443388,3.210664893627171
15,17.455967081034757,3.8391037852649337,0.0679151444533313,42.922990317271314
0,12.145730713673862,1.758326081705891,0.58077831756226,12.145730713673862
11,11.77885381692683,8.368021810282626,0.3491518645583008,23.858516812387897
0,0.0,0.0,0.0,0.0
4,1.4913596518162264,9.095187870499602,0.5511177759703003,15.89368114204854
9,15.76160953067099,6.165224511663804,0.4338897448835734,14.218466980299464
16,15.39629733692491,7.085067941415365,0.5271220875143964,13.441050095247808
18,13.969297330200774,2.3614632996254716,0.2529788806099936,9.35894889267056
10,0.0,1.0,0.0,10.0
9,19.122857665156403,8.588507138159489,0.4083524930585476,21.01513181518704
15,17.533272871648244,0.0259798757244356,0.4037287151964643,0.0718302292689862
7,12.59765799828804,5.576684708466698,0.4907048587508458,11.375599924772056
7,12.773682739693974,8.873895020121193,0.912338702900769,9.726535882445772
3,7.955415799639034,8.858446980921595,0.9499385724382784,9.325112145517547
12,2.8308379887894897,8.26623565847353,0.8368993016373951,9.877216578160365
18,12.687415984731174,8.222369388841647,0.3750758819500343,21.919931231163368
4,7.680812714585859,7.726857813565323,0.4208098186386866,17.159890654923753
1,0.9069964373884344,4.393773463781091,0.3785437664718976,4.957432053583915
9,6.633914213386403,8.904767256379335,0.1636947002695272,44.840105059545145
5,12.575093214157937,6.907880681230695,0.226017143348673,25.56720793221363
13,0.0,0.0,0.0,0.0
10,0.0,2.0,0.0,20.0
3,3.4755120428405273,0.5076930549642378,0.1115444282451404,3.796900123513022
